user_id,section_id,avg_perc,top3_avg_perc,best_perc,nprocs
35864,3335731,0,11.32,11.32,17.84,3
35865,3335731,1,20.59,20.59,32.31,3
35866,3335731,2,28.93,28.93,51.94,3
35867,3335731,3,11.0,11.0,11.58,3
35868,3156721,0,67.07,76.88,81.48,6
35869,3156721,1,60.77,73.28,87.14,6
35870,3156721,2,56.8,74.58,82.43,6
35871,3156721,3,73.68,86.29,89.32,6
35872,3293787,0,7.09,7.09,7.98,2
35873,3308152,1,48.53,82.32,87.15,18
35874,3308152,2,68.94,92.76,96.7,18
35875,3308152,3,72.24,92.28,92.84,18
35876,3484749,0,45.52,49.14,66.04,4
35877,3484749,1,42.3,47.02,77.03,4
35878,3484749,2,54.47,62.14,68.77,4
35879,3484749,3,48.57,54.47,60.04,4
35880,3549532,0,66.46,75.62,78.39,7
35881,3549532,1,64.74,84.65,88.34,7
35882,3549532,2,57.29,71.95,77.96,7
35883,3549532,3,68.26,77.27,82.35,7
35884,3137728,0,56.73,75.93,79.85,16
35885,3137728,1,69.48,90.93,93.28,16
35886,3137728,2,54.18,82.94,85.54,16
35887,3137728,3,47.62,67.37,73.23,16
35888,3389576,0,56.19,77.49,86.41,14
35889,3389576,1,54.28,80.88,87.03,14
35890,3389576,2,50.62,82.49,85.48,14
35891,3389576,3,62.5,80.97,89.92,14
35892,2394171,0,19.65,19.65,35.22,3
35893,2394171,1,44.87,44.87,80.03,3
35894,2394171,2,12.65,12.65,17.96,3
35895,2394171,3,19.58,19.58,25.69,3
35896,3125642,0,75.21,91.22,94.57,14
35897,3125642,1,61.14,87.73,91.26,14
35898,3125642,2,71.46,91.48,97.7,14
35899,3125642,3,80.94,90.54,92.03,14
35900,2889898,0,45.96,63.18,65.9,18
35901,2889898,1,31.17,45.33,46.91,18
35902,2889898,2,61.81,85.12,89.17,18
35903,2889898,3,53.02,68.89,70.61,18
35904,2909251,0,11.87,11.87,20.89,3
35905,2909251,1,16.75,16.75,27.28,3
35906,2909251,2,37.83,37.83,62.64,3
35907,2909251,3,8.99,8.99,24.47,3
35908,3200875,0,8.97,8.97,13.56,3
35909,3200875,1,15.39,15.39,23.27,3
35910,3200875,2,10.21,10.21,12.18,3
35911,3200875,3,21.45,21.45,40.18,3
35912,3200959,0,17.85,27.21,31.35,8
35913,3200959,1,15.43,24.78,37.37,8
35914,3200959,2,24.08,35.78,42.6,8
35915,3200959,3,32.31,48.74,57.05,8
35916,3311325,0,61.52,80.41,83.21,17
35917,3311325,1,63.89,87.35,92.3,17
35918,3311325,2,69.5,89.91,93.92,17
35919,3311325,3,51.34,71.18,75.42,17
35920,2268814,0,32.55,65.83,67.28,14
35921,2268814,1,33.57,70.69,76.89,14
35922,2268814,2,46.71,83.68,91.9,14
35923,2268814,3,38.19,66.46,78.52,14
35924,3094738,0,55.34,79.56,84.88,18
35925,3094738,1,43.75,73.13,82.03,18
35926,3094738,2,55.5,87.71,90.46,18
35927,3094738,3,65.63,83.65,84.05,18
35928,2642056,0,33.76,36.22,40.18,8
35929,2642056,1,60.8,83.03,85.45,8
35930,2642056,2,49.56,74.07,92.87,8
35931,2642056,3,18.63,23.48,24.76,8
35932,3333516,0,18.3,21.85,37.58,4
35933,3333516,1,37.74,44.4,45.25,4
35934,3333516,2,12.82,16.68,17.45,4
35935,3333516,3,21.38,28.41,58.16,4
35936,3448219,0,54.08,80.51,89.97,11
35937,3448219,1,56.52,81.17,83.6,11
35938,3448219,2,51.63,80.49,87.34,11
35939,3448219,3,55.36,82.83,89.2,11
35940,2862694,0,11.12,11.12,21.68,2
35941,2862694,1,33.45,33.45,65.71,2
35942,2862694,2,10.15,10.15,15.02,2
35943,2862694,3,5.97,5.97,8.19,2
35944,3322247,0,32.03,32.03,62.5,3
35945,3322247,1,33.76,33.76,51.98,3
35946,3322247,2,31.76,31.76,55.25,3
35947,3322247,3,40.9,40.9,73.03,3
35948,3409226,0,52.75,74.83,75.94,17
35949,3409226,1,49.02,77.86,86.64,17
35950,3409226,2,56.44,82.81,84.93,17
35951,3409226,3,54.54,74.11,78.9,17
35952,3137387,0,25.76,25.76,29.38,2
35953,3137387,1,22.33,22.33,34.01,2
35954,3137387,2,37.1,37.1,64.03,2
35955,3137387,3,37.33,37.33,42.27,2
35956,3490327,0,60.5,60.5,63.57,2
35957,3490327,1,65.84,65.84,74.77,2
35958,3490327,2,42.05,42.05,42.26,2
35959,3490327,3,65.02,65.02,68.21,2
35960,3303212,0,57.17,57.17,70.99,2
35961,3303212,1,17.45,17.45,20.13,2
35962,3303212,2,62.85,62.85,64.03,2
35963,3303212,3,73.81,73.81,89.9,2
35964,3303214,0,75.13,78.83,81.47,6
35965,3303214,1,70.87,81.83,86.21,6
35966,3303214,2,57.98,72.74,75.19,6
35967,3303214,3,78.99,81.9,87.02,6
35968,3371632,0,36.87,54.93,61.54,10
35969,3371632,1,58.45,78.0,78.24,10
35970,3371632,2,31.71,55.65,62.82,10
35971,3371632,3,32.67,47.94,53.0,10
35972,2757276,0,60.31,72.31,79.3,7
35973,2757276,1,57.17,66.54,71.2,7
35974,2757276,2,52.8,74.54,83.46,7
35975,2757276,3,66.36,74.79,83.59,7
35976,3291034,0,41.25,67.61,77.69,13
35977,3291034,1,60.38,88.56,94.49,13
35978,3291034,2,33.5,65.83,87.16,13
35979,3291034,3,37.16,64.68,67.76,13
35980,3411974,0,18.22,18.22,19.18,2
35981,3411974,1,18.64,18.64,24.78,2
35982,3411974,2,21.12,21.12,22.58,2
35983,3411974,3,32.4,32.4,37.91,2
35984,3023393,0,91.29,91.29,93.93,3
35985,3023393,1,86.46,86.46,97.09,3
35986,3023393,2,85.96,85.96,97.09,3
35987,3023393,3,84.96,84.96,87.31,3
35988,2541632,0,32.88,51.19,70.99,15
35989,2541632,1,44.51,78.16,82.63,15
35990,2541632,2,24.17,44.47,48.7,15
35991,2541632,3,40.01,66.43,85.79,15
35992,2968939,0,63.86,76.99,81.89,7
35993,2968939,1,66.74,81.36,94.65,7
35994,2968939,2,60.99,77.74,92.68,7
35995,2968939,3,57.66,72.36,89.32,7
35996,3336531,0,31.44,42.39,52.08,6
35997,3336531,1,18.1,23.7,25.02,6
35998,3336531,2,25.58,37.45,44.86,6
35999,3336531,3,57.87,74.0,78.63,6
36000,3387404,0,23.78,23.78,23.98,2
36001,3387404,1,23.1,23.1,23.85,2
36002,3387404,2,45.19,45.19,48.7,2
36003,3387404,3,25.43,25.43,28.35,2
36004,3407218,0,57.96,71.23,80.22,11
36005,3407218,1,41.63,64.71,77.03,11
36006,3407218,2,67.16,84.37,96.29,11
36007,3407218,3,62.93,79.25,89.75,11
36008,3407281,0,15.18,18.92,27.82,5
36009,3407281,1,38.15,45.67,56.15,5
36010,3407281,2,23.06,30.82,37.63,5
36011,3407281,3,8.36,12.35,16.42,5
36012,3577582,0,66.45,66.45,91.28,3
36013,3577582,1,51.98,51.98,77.03,3
36014,3577582,2,65.24,65.24,89.54,3
36015,3577582,3,78.37,78.37,90.6,3
36016,3312911,0,29.67,33.95,36.95,4
36017,3312911,1,73.26,81.67,93.28,4
36018,3312911,2,27.79,32.51,50.05,4
36019,3312911,3,13.64,14.69,20.49,4
36020,3312915,0,44.48,67.58,77.51,9
36021,3312915,1,41.41,69.63,88.38,9
36022,3312915,2,48.4,68.99,83.86,9
36023,3312915,3,49.96,69.55,84.63,9
36024,3304258,0,84.98,90.13,91.42,5
36025,3304258,1,79.94,92.9,96.59,5
36026,3304258,2,74.93,84.37,93.24,5
36027,3304258,3,80.35,87.71,96.85,5
36028,3347336,0,13.03,40.46,51.96,16
36029,3347336,1,19.59,52.64,59.6,16
36030,3347336,2,23.99,70.46,94.58,16
36031,3347336,3,16.86,37.21,60.74,16
36032,3443517,0,37.04,53.12,58.0,13
36033,3443517,1,40.33,74.23,82.1,13
36034,3443517,2,37.42,73.11,85.64,13
36035,3443517,3,43.37,64.61,71.16,13
36036,3443582,0,37.59,89.86,95.52,18
36037,3443582,1,37.88,83.66,87.81,18
36038,3443582,2,35.52,85.09,94.57,18
36039,3443582,3,42.74,94.06,96.18,18
36040,3078801,0,53.58,69.56,80.82,7
36041,3078801,1,52.92,75.68,96.81,7
36042,3078801,2,72.71,86.35,90.68,7
36043,3078801,3,46.67,66.19,78.52,7
36044,3423941,0,48.26,63.5,77.1,8
36045,3423941,1,71.23,88.58,92.02,8
36046,3423941,2,56.71,74.4,76.43,8
36047,3423941,3,30.13,50.71,64.47,8
36048,3136268,0,60.36,80.62,85.71,15
36049,3136268,1,67.9,87.27,91.22,15
36050,3136268,2,63.9,89.06,99.87,15
36051,3136268,3,48.66,65.88,78.05,15
36052,3548118,0,53.35,73.81,77.22,15
36053,3548118,1,58.1,90.89,93.7,15
36054,3548118,2,38.42,79.67,94.58,15
36055,3548118,3,62.02,83.36,83.98,15
36056,3316056,0,41.51,41.51,44.98,3
36057,3316056,1,43.8,43.8,70.04,3
36058,3316056,2,45.99,45.99,60.23,3
36059,3316056,3,48.73,48.73,66.25,3
36060,2894211,0,28.57,52.44,57.25,18
36061,2894211,1,22.18,50.17,62.32,18
36062,2894211,2,46.39,82.33,89.54,18
36063,2894211,3,37.01,48.98,51.43,18
36064,3140987,0,68.69,80.43,82.35,16
36065,3140987,1,57.73,82.87,87.56,16
36066,3140987,2,61.7,85.0,88.35,16
36067,3140987,3,74.08,89.28,94.24,16
36068,2810996,0,8.16,8.16,9.41,2
36069,2810996,1,7.82,7.82,13.18,2
36070,2810996,2,14.36,14.36,27.73,2
36071,2810996,3,15.31,15.31,18.35,2
36072,3439273,0,62.07,67.04,74.12,5
36073,3439273,1,36.69,43.84,46.26,5
36074,3439273,2,79.15,90.39,97.22,5
36075,3439273,3,61.62,67.23,73.94,5
36076,3439312,0,36.31,38.16,44.68,4
36077,3439312,1,30.64,33.7,40.26,4
36078,3439312,2,49.37,57.23,89.85,4
36079,3439312,3,43.31,45.39,58.16,4
36080,3183596,0,68.86,83.5,92.84,4
36081,3183596,1,65.02,66.59,71.86,4
36082,3183596,2,62.71,80.4,95.61,4
36083,3183596,3,73.25,85.74,97.49,4
36084,3356882,0,4.53,5.98,9.42,4
36085,3356882,1,19.49,23.23,34.5,4
36086,3356882,2,2.26,2.64,3.39,4
36087,3356882,3,3.15,4.14,9.85,4
36088,1199750,0,84.59,94.76,95.42,15
36089,1199750,1,75.88,91.34,96.04,15
36090,3169179,0,79.11,93.51,94.98,18
36091,3169179,1,89.24,99.1,99.73,18
36092,3169179,2,62.92,84.56,90.93,18
36093,3169179,3,67.19,87.98,90.96,18
36094,3169565,0,35.67,59.62,68.62,7
36095,3169565,1,41.93,68.48,82.63,7
36096,3169565,2,32.23,62.29,78.4,7
36097,3169565,3,43.66,63.58,78.52,7
36098,3343518,0,8.57,14.07,19.37,8
36099,3343518,1,11.07,19.45,29.02,8
36100,3343518,2,22.23,41.37,48.34,8
36101,3343518,3,13.51,20.65,22.81,8
36102,3308075,0,7.46,7.46,9.45,2
36103,3308075,1,14.41,14.41,20.75,2
36104,3308075,2,17.83,17.83,18.08,2
36105,3308075,3,13.16,13.16,15.22,2
36106,3420820,0,17.57,33.61,61.98,6
36107,3420820,1,18.53,32.61,79.81,6
36108,3420820,2,21.34,30.12,53.04,6
36109,3420820,3,29.06,50.41,56.08,6
36110,3302115,0,71.91,89.02,94.48,15
36111,3302115,1,55.74,85.52,90.03,15
36112,3302115,2,67.62,97.68,99.04,15
36113,3302115,3,76.77,87.95,89.12,15
36114,3302128,0,56.34,71.05,72.24,13
36115,3302128,1,63.37,89.82,90.65,13
36116,3302128,2,47.43,83.3,93.05,13
36117,3302128,3,54.62,69.46,76.48,13
36118,3308692,0,30.24,30.24,54.77,3
36119,3308692,1,54.91,54.91,81.01,3
36120,3308692,2,22.56,22.56,39.4,3
36121,3308692,3,27.94,27.94,62.29,3
36122,3390126,0,8.08,13.24,19.96,9
36123,3390126,1,20.2,35.97,51.98,9
36124,3390126,2,13.78,19.1,20.62,9
36125,3390126,3,11.73,13.71,16.43,9
36126,3388210,0,43.67,43.67,53.79,2
36127,3388210,1,49.31,49.31,55.04,2
36128,3388210,2,41.55,41.55,61.64,2
36129,3388210,3,46.77,46.77,57.72,2
36130,3130987,0,36.06,45.97,54.77,7
36131,3130987,1,46.0,55.81,63.58,7
36132,3130987,2,38.51,47.36,52.63,7
36133,3130987,3,36.91,50.06,54.37,7
36134,3131001,0,34.65,50.11,52.98,9
36135,3131001,1,40.45,66.12,85.91,9
36136,3131001,2,43.58,61.67,67.84,9
36137,3131001,3,35.01,53.78,66.01,9
36138,3131044,0,41.51,49.61,58.0,8
36139,3131044,1,79.56,88.21,90.58,8
36140,3131044,2,42.2,56.48,77.12,8
36141,3131044,3,19.48,28.29,32.61,8
36142,3378332,0,19.58,25.68,34.25,4
36143,3378332,1,41.39,47.44,63.35,4
36144,3378332,2,32.85,43.51,75.45,4
36145,3378332,3,12.92,17.12,23.54,4
36146,3374231,0,10.8,14.25,32.17,4
36147,3374231,1,4.3,5.72,10.65,4
36148,3374231,2,23.08,30.6,45.3,4
36149,3374231,3,25.33,33.49,75.31,4
36150,3148212,0,3.48,3.48,5.27,2
36151,3148212,1,5.05,5.05,9.96,2
36152,3148212,2,12.77,12.77,22.79,2
36153,3148212,3,22.82,22.82,43.69,2
36154,3328373,0,18.29,18.29,21.09,2
36155,3328373,1,39.22,39.22,41.17,2
36156,3328373,2,30.3,30.3,40.82,2
36157,3328373,3,11.51,11.51,12.45,2
36158,3436371,0,23.19,23.19,24.23,2
36159,3436371,1,53.76,53.76,76.17,2
36160,3436371,2,33.09,33.09,55.51,2
36161,3436371,3,14.66,14.66,15.66,2
36162,3221920,0,59.25,76.44,83.11,13
36163,3221920,1,55.73,86.07,94.3,13
36164,3221920,2,65.88,89.3,91.97,13
36165,3221920,3,56.3,75.83,86.22,13
36166,3429518,0,82.14,93.04,94.0,17
36167,3429518,1,62.22,88.13,98.28,17
36168,3429518,2,81.86,96.53,99.52,17
36169,3429518,3,82.54,94.73,95.76,17
36170,3072589,0,73.64,76.73,79.0,6
36171,3072589,1,76.25,81.97,94.67,6
36172,3072589,2,67.63,84.78,92.72,6
36173,3072589,3,64.6,74.99,82.48,6
36174,3292855,0,22.52,22.52,38.6,2
36175,3292855,1,15.46,15.46,21.74,2
36176,3292855,2,48.88,48.88,79.67,2
36177,3292855,3,23.14,23.14,27.97,2
36178,3245905,0,25.99,44.97,53.61,6
36179,3245905,1,29.85,52.4,58.02,6
36180,3245905,2,49.92,67.72,80.11,6
36181,3245905,3,24.65,39.81,46.76,6
36182,3320858,0,27.72,33.07,38.52,4
36183,3320858,1,40.86,47.32,55.75,4
36184,3320858,2,43.45,51.67,60.23,4
36185,3320858,3,20.63,27.42,38.26,4
36186,3028344,0,0.43,0.43,0.44,2
36187,3028344,1,1.14,1.14,1.2,2
36188,3028344,2,3.09,3.09,6.12,2
36189,3028344,3,11.96,11.96,20.95,2
36190,3399156,0,9.3,12.39,19.1,6
36191,3399156,1,10.58,12.19,13.33,6
36192,3399156,2,20.62,30.09,42.65,6
36193,3399156,3,19.41,24.28,29.87,6
36194,3294428,0,5.39,5.39,6.48,2
36195,3294428,1,5.93,5.93,11.0,2
36196,3294428,2,10.57,10.57,16.66,2
36197,3294428,3,17.63,17.63,21.94,2
36198,3294462,0,44.48,63.41,88.93,6
36199,3294462,1,50.9,66.4,84.36,6
36200,3294462,2,49.63,79.26,92.34,6
36201,3294462,3,43.33,52.92,81.22,6
36202,3431476,0,8.95,8.95,10.97,2
36203,3431476,1,19.19,19.19,19.58,2
36204,3431476,2,8.4,8.4,15.55,2
36205,3431476,3,11.34,11.34,22.47,2
36206,3279623,0,11.09,11.09,12.8,3
36207,3279623,1,9.07,9.07,9.35,3
36208,3279623,2,23.06,23.06,28.78,3
36209,3279623,3,21.6,21.6,22.58,3
36210,3291527,0,28.05,28.05,31.64,2
36211,3291527,1,22.29,22.29,41.42,2
36212,3291527,2,25.33,25.33,29.17,2
36213,3291527,3,45.68,45.68,67.44,2
36214,3359930,0,36.64,39.53,48.13,4
36215,3221165,3,10.88,11.51,12.85,4
36216,3321934,0,52.78,81.41,83.21,16
36217,3321934,1,49.61,75.54,79.81,16
36218,3321934,2,63.91,94.04,98.35,16
36219,3321934,3,49.55,73.22,75.42,16
36220,3266198,0,80.62,93.4,95.11,18
36221,3266198,1,68.41,92.99,95.73,18
36222,3266198,2,72.76,93.05,96.72,18
36223,3266198,3,83.39,92.7,96.86,18
36224,3091967,0,18.61,18.61,19.37,2
36225,3091967,1,36.24,36.24,47.69,2
36226,3091967,2,31.39,31.39,34.4,2
36227,3091967,3,14.32,14.32,18.35,2
36228,3311476,0,56.57,75.25,89.92,11
36229,3311476,1,50.64,90.27,99.41,11
36230,3311476,2,60.04,76.06,81.07,11
36231,3311476,3,58.61,71.1,74.89,11
36232,3327800,0,37.25,57.09,58.0,16
36233,3327800,1,38.92,68.4,69.69,16
36234,3327800,2,43.16,75.02,85.25,16
36235,3327800,3,41.28,67.24,68.66,16
36236,3328891,0,44.7,57.93,67.69,9
36237,3328891,1,50.32,71.26,84.36,9
36238,3328891,2,49.41,63.52,65.84,9
36239,3328891,3,42.61,55.37,61.83,9
36240,2988793,0,37.9,41.39,60.51,4
36241,2988793,1,54.15,61.75,70.32,4
36242,2988793,2,49.51,60.17,79.99,4
36243,2988793,3,28.78,33.14,47.18,4
36244,2858191,0,23.28,34.77,39.69,15
36245,2858191,1,21.44,38.87,49.49,15
36246,2858191,2,32.02,54.71,62.82,15
36247,2858191,3,35.84,52.08,58.3,15
36248,3341144,0,27.05,27.05,36.09,3
36249,3341144,1,48.07,48.07,59.43,3
36250,3341144,2,30.66,30.66,56.11,3
36251,3341144,3,25.3,25.3,35.71,3
36252,2890651,0,81.2,93.82,96.62,5
36253,2890651,1,41.92,60.55,85.44,5
36254,2890651,2,95.14,98.06,99.89,5
36255,2890651,3,78.88,94.98,95.18,5
36256,3234549,2,27.61,62.94,82.43,16
36257,3234549,3,38.57,61.53,63.11,16
36258,3047884,0,57.45,67.37,70.43,6
36259,3293787,1,7.96,7.96,15.04,2
36260,3293787,2,9.13,9.13,17.45,2
36261,3293787,3,19.9,19.9,26.06,2
36262,3354790,0,43.39,70.03,73.33,15
36263,3354790,1,44.04,64.67,67.92,15
36264,3354790,2,44.29,90.96,95.63,15
36265,3354790,3,46.83,78.28,81.25,15
36266,3230793,0,36.68,43.35,48.98,6
36267,3230793,1,34.68,50.19,67.92,6
36268,3064200,0,35.5,35.5,57.0,2
36269,3064200,1,67.43,67.43,88.44,2
36270,3064200,2,39.4,39.4,59.56,2
36271,3064200,3,17.61,17.61,23.91,2
36272,3107552,0,89.47,89.47,94.91,2
36273,3107552,1,94.0,94.0,99.69,2
36274,3107552,2,69.41,69.41,78.4,2
36275,3107552,3,76.99,76.99,81.08,2
36276,3230793,2,42.16,61.2,62.64,6
36277,3230793,3,46.64,54.02,64.47,6
36278,3221165,0,10.45,12.58,26.22,4
36279,3221165,1,36.02,45.56,92.54,4
36280,3221165,2,11.56,12.44,17.45,4
36281,3334631,0,25.61,25.61,26.89,2
36282,3334631,1,90.13,90.13,91.28,2
36283,3334631,2,0.33,0.33,0.6,2
36284,3334631,3,6.32,6.32,10.47,2
36285,3269330,0,17.45,17.45,18.48,2
36286,3269330,1,45.04,45.04,51.98,2
36287,3269330,2,15.28,15.28,19.65,2
36288,3269330,3,22.34,22.34,26.33,2
36289,3317084,0,88.32,98.77,99.29,18
36290,3317084,1,86.98,98.42,98.81,18
36291,3317084,2,76.5,98.92,99.76,18
36292,3317084,3,85.66,95.5,97.23,18
36293,3345720,0,28.72,38.46,43.57,5
36294,3345720,1,31.16,38.22,55.6,5
36295,3345720,2,39.89,49.78,60.7,5
36296,3345720,3,28.14,39.72,51.64,5
36297,2786470,0,76.68,90.0,94.14,18
36298,2786470,1,80.44,95.09,95.29,18
36299,2786470,2,65.67,93.54,97.31,18
36300,2786470,3,69.8,85.14,88.17,18
36301,2802456,0,48.07,70.45,76.43,18
36302,2802456,1,52.23,76.65,92.66,18
36303,2802456,2,51.7,83.75,86.43,18
36304,2802456,3,45.48,61.57,64.3,18
36305,3325190,0,21.73,21.73,28.43,3
36306,3325190,1,24.34,24.34,36.61,3
36307,3325190,2,45.87,45.87,65.21,3
36308,3325190,3,17.8,17.8,24.68,3
36309,3312860,0,30.66,51.01,57.04,16
36310,3312860,1,22.88,54.36,77.03,16
36311,3312860,2,53.67,84.81,87.42,16
36312,3312860,3,37.28,57.87,64.85,16
36313,3234549,0,29.13,43.47,48.64,16
36314,3234549,1,36.67,60.76,66.88,16
36315,3209118,0,58.05,78.81,81.02,16
36316,3209118,1,50.35,81.13,90.82,16
36317,3209118,2,56.57,84.85,88.02,16
36318,3209118,3,62.53,87.89,95.32,16
36319,3289481,0,14.36,20.93,24.13,8
36320,3289481,1,9.7,12.61,14.17,8
36321,3289481,2,35.72,52.8,58.89,8
36322,3289481,3,23.24,36.14,39.14,8
36323,3399043,0,65.14,85.48,86.88,16
36324,3399043,1,58.91,81.66,88.98,16
36325,3399043,2,65.92,88.72,89.23,16
36326,3399043,3,64.18,83.66,88.49,16
36327,3328491,0,3.68,3.68,9.82,3
36328,3328491,1,13.44,13.44,27.15,3
36329,3328491,2,17.06,17.06,21.99,3
36330,3328491,3,0.54,0.54,1.32,3
36331,3489098,0,12.42,16.66,21.43,6
36332,3489098,1,23.25,33.33,51.98,6
36333,3489098,2,30.0,37.37,45.35,6
36334,3489098,3,10.33,13.98,16.43,6
36335,3375229,0,88.07,95.71,96.71,18
36336,3375229,1,89.39,98.73,99.39,18
36337,3375229,2,75.85,97.84,99.19,18
36338,3375229,3,76.36,87.41,88.72,18
36339,3375310,0,41.56,62.0,66.28,14
36340,3375310,1,8.26,11.16,13.65,14
36341,3375310,2,62.3,89.94,90.78,14
36342,3375310,3,73.34,88.85,89.9,14
36343,3393106,0,81.45,95.82,97.13,12
36344,3393106,1,93.36,98.91,99.54,12
36345,3393106,2,70.51,90.46,93.67,12
36346,3393106,3,60.49,92.2,96.37,12
36347,3393120,0,19.17,19.17,19.9,2
36348,3393120,1,34.36,34.36,43.7,2
36349,3393120,2,15.95,15.95,28.21,2
36350,3393120,3,17.48,17.48,33.19,2
36351,3446191,0,73.5,81.18,93.45,4
36352,3446191,1,79.56,84.73,92.23,4
36353,3446191,2,63.17,75.67,97.22,4
36354,3446191,3,64.48,70.98,74.03,4
36355,3399754,0,5.07,5.07,9.83,2
36356,3399754,1,7.94,7.94,15.86,2
36357,3399754,2,7.88,7.88,12.28,2
36358,3399754,3,26.63,26.63,29.63,2
36359,2998432,0,49.69,56.31,59.43,5
36360,2998432,1,27.21,35.51,49.28,5
36361,2998432,2,69.92,78.7,94.7,5
36362,2998432,3,58.84,63.48,68.86,5
36363,3182937,0,13.4,13.4,21.35,3
36364,3182937,1,8.21,8.21,18.83,3
36365,3182937,2,38.86,38.86,51.94,3
36366,3182937,3,20.8,20.8,28.96,3
36367,3099294,0,75.86,75.86,75.94,2
36368,3099294,1,84.56,84.56,91.79,2
36369,3099294,2,76.1,76.1,81.36,2
36370,3099294,3,55.18,55.18,62.02,2
36371,3085898,0,46.7,66.37,70.15,13
36372,3085898,1,65.2,88.42,94.49,13
36373,3085898,2,36.61,65.96,71.95,13
36374,3085898,3,42.47,55.69,56.69,13
36375,3507727,0,54.05,88.06,89.12,5
36376,3507727,1,36.12,57.07,68.15,5
36377,3507727,2,51.7,74.91,95.12,5
36378,3507727,3,61.14,93.61,98.24,5
36379,2936006,0,9.25,10.85,19.1,4
36380,2936006,1,12.46,16.48,38.15,4
36381,2936006,2,7.95,10.52,13.14,4
36382,2936006,3,24.2,26.29,40.18,4
36383,2713561,0,72.97,86.32,93.02,4
36384,2713561,1,78.47,79.03,80.58,4
36385,2713561,2,58.42,71.91,96.06,4
36386,2713561,3,70.24,88.12,89.9,4
36387,2371348,0,50.37,56.71,69.04,4
36388,2371348,1,64.1,70.38,82.63,4
36389,2371348,2,50.2,57.0,78.4,4
36390,2371348,3,43.0,46.94,63.17,4
36391,3182270,0,36.32,47.11,56.37,5
36392,3182270,1,38.84,52.92,57.92,5
36393,3182270,2,50.46,65.77,75.44,5
36394,3182270,3,39.01,51.7,60.93,5
36395,3036121,0,52.01,74.05,78.71,11
36396,3036121,1,38.31,63.69,79.79,11
36397,3036121,2,60.58,93.38,95.28,11
36398,3036121,3,58.51,73.78,81.32,11
36399,3137535,0,9.73,14.35,18.6,6
36400,3137535,1,18.44,29.16,39.32,6
36401,3137535,2,15.87,26.58,42.73,6
36402,3137535,3,14.66,23.34,31.05,6
36403,3137537,0,29.25,49.61,51.53,16
36404,3137537,1,26.03,44.08,46.42,16
36405,3137537,2,38.38,67.23,82.05,16
36406,3137537,3,39.59,63.41,68.32,16
36407,3302422,0,31.37,47.39,52.98,9
36408,3302422,1,25.54,41.22,49.54,9
36409,3302422,2,49.49,74.84,90.41,9
36410,3302422,3,39.56,57.9,72.54,9
36411,3369632,0,66.57,81.09,87.95,5
36412,3369632,1,64.68,69.57,80.56,5
36413,3369632,2,44.56,58.22,66.77,5
36414,3369632,3,74.31,91.1,92.34,5
36415,2899838,0,25.47,35.64,45.96,9
36416,2899838,1,28.78,47.42,52.15,9
36417,2899838,2,29.44,47.17,66.98,9
36418,2899838,3,35.78,47.72,53.56,9
36419,3182973,0,36.0,48.14,54.64,5
36420,3182973,1,21.42,27.21,30.02,5
36421,3182973,2,36.97,46.52,61.96,5
36422,3182973,3,60.01,68.42,78.84,5
36423,3182995,0,29.57,29.57,39.95,2
36424,3182995,1,13.34,13.34,22.59,2
36425,3182995,2,43.78,43.78,58.39,2
36426,3182995,3,42.27,42.27,48.4,2
36427,3497338,0,4.42,4.42,5.03,2
36428,3497338,1,11.63,11.63,12.49,2
36429,3497338,2,9.93,9.93,10.2,2
36430,3497338,3,12.12,12.12,12.85,2
36431,3292533,0,68.37,89.53,94.32,15
36432,3292533,1,53.77,83.05,94.16,15
36433,3292533,2,65.59,91.54,94.46,15
36434,3292533,3,76.05,90.83,93.16,15
36435,2233638,0,88.54,95.21,95.8,11
36436,2233638,1,74.64,91.04,93.55,11
36437,2233638,2,76.17,93.19,97.7,11
36438,2233638,3,92.42,97.45,98.78,11
36439,3396063,0,27.86,32.36,35.75,5
36440,3396063,1,77.14,86.33,90.23,5
36441,3396063,2,19.97,27.37,32.94,5
36442,3396063,3,14.94,17.31,22.91,5
36443,3392771,0,63.5,78.96,86.58,13
36444,3392771,1,56.2,88.22,92.35,13
36445,3392771,2,59.96,80.53,85.25,13
36446,3392771,3,68.11,80.91,82.89,13
36447,3500161,0,18.0,21.07,35.98,4
36448,3500161,1,36.21,41.25,63.35,4
36449,3500161,2,29.48,33.49,53.23,4
36450,3500161,3,15.12,16.34,20.95,4
36451,3135170,0,31.34,44.96,46.19,10
36452,3135170,1,52.46,76.94,85.59,10
36453,3135170,2,35.08,60.06,78.4,10
36454,3106564,1,40.29,62.32,74.77,12
36455,3106564,2,39.11,64.85,71.04,12
36456,3106564,3,35.31,51.83,64.3,12
36457,3362965,0,11.77,13.84,24.42,4
36458,3362965,1,16.76,19.02,34.01,4
36459,3362965,2,19.05,25.13,32.94,4
36460,3362965,3,20.3,22.63,32.78,4
36461,2880250,0,17.66,22.24,48.54,4
36462,2880250,1,28.9,36.38,75.66,4
36463,2880250,2,26.92,32.92,47.71,4
36464,2880250,3,15.93,17.96,32.52,4
36465,3472943,0,49.01,64.38,67.68,8
36466,3472943,1,17.21,26.09,31.86,8
36467,3472943,2,62.57,80.82,92.79,8
36468,3472943,3,75.54,84.5,86.01,8
36469,3472950,0,4.61,4.61,5.03,2
36470,3472950,1,6.44,6.44,12.49,2
